Time, FPS
1,4.188676357269287
2,4.902264595031738
3,5.866791725158691
4,7.01888370513916
5,8.525674819946289
6,10.292412757873535
7,11.850672721862793
8,13.48043155670166
9,15.95576000213623
10,18.676036834716797
11,21.686975479125977
12,24.77520179748535
13,28.159061431884766
14,28.17780303955078
15,31.90312957763672
16,31.538875579833984
17,34.7025032043457
18,38.0882568359375
19,41.1302490234375
20,43.88286590576172
21,40.1741943359375
22,42.98344802856445
23,45.294097900390625
24,41.28973388671875
25,44.05620574951172
26,40.27082443237305
27,43.105098724365234
28,45.70469284057617
29,47.97568130493164
30,50.05393981933594
31,44.07124710083008
32,46.34947204589844
33,48.74851989746094
34,50.76836013793945
35,52.11592102050781
36,53.81420135498047
37,54.96611022949219
38,55.87308883666992
39,47.55571746826172
40,49.60732650756836
41,51.199737548828125
42,53.10825729370117
43,54.36223220825195
44,46.639034271240234
45,48.93252182006836
46,43.08316421508789
47,44.7761344909668
48,41.82674789428711
49,44.46739959716797
50,46.936744689941406
51,42.13008499145508
52,44.83269500732422
53,47.250057220458984
54,49.35087966918945
55,38.05607223510742
56,41.17388916015625
57,43.62226486206055
58,46.41814422607422
59,41.86986541748047
60,44.595035552978516
61,46.925872802734375
62,49.144832611083984
63,51.00053787231445
64,44.652584075927734
65,47.10377883911133
66,49.27629470825195
67,43.6060791015625
68,39.993011474609375
69,42.82278060913086
70,45.43240737915039
71,47.73546600341797
72,49.75298309326172
73,51.482723236083984
74,53.091304779052734
75,45.984066009521484
76,48.1478157043457
77,50.25228500366211
78,52.00800323486328
79,45.249080657958984
80,47.6637077331543
81,42.35979080200195
82,45.025054931640625
83,47.68629455566406
84,49.80046844482422
85,43.94253921508789
86,46.45803451538086
87,48.666072845458984
88,50.59071350097656
89,52.25185775756836
90,45.42605972290039
91,47.76079559326172
92,49.77519607543945
93,44.006553649902344
94,46.510780334472656
95,48.70478057861328
96,43.2524299621582
97,45.85784912109375
98,48.08962631225586
99,50.15988540649414
100,51.860660552978516
101,45.001155853271484
102,47.626163482666016
103,49.70240783691406
104,43.91544723510742
105,46.40184783935547
106,48.3023567199707
107,43.229774475097656
108,39.779598236083984
109,42.66075134277344
110,44.9981575012207
111,47.63774871826172
112,49.28571319580078
113,51.6053352355957
114,45.04594421386719
115,47.19123458862305
116,49.59518051147461
117,50.64236831665039
118,53.063926696777344
119,45.909400939941406
120,48.1635627746582
121,50.25340270996094
122,51.79972457885742
123,45.0123176574707
124,47.70879364013672
125,49.750389099121094
126,43.730133056640625
127,46.45205307006836
128,41.880104064941406
129,44.58583068847656
130,47.00246047973633
131,49.09147262573242
132,50.97975540161133
133,44.73306655883789
134,47.104732513427734
135,49.23325729370117
136,43.610130310058594
137,46.12351608276367
138,48.398895263671875
139,50.310611724853516
140,52.03192901611328
141,45.35483932495117
142,47.727657318115234
143,42.62691879272461
144,39.24031448364258
145,37.02576446533203
146,39.76606750488281
147,43.054508209228516
148,45.659725189208984
149,47.880859375
150,42.82780838012695
151,45.424400329589844
152,41.182464599609375
153,43.86480712890625
154,45.81245040893555
155,48.48614501953125
156,37.89299774169922
157,40.66054916381836
158,43.5252799987793
159,40.14673614501953
160,42.713905334472656
161,45.560218811035156
162,47.62095642089844
163,42.882080078125
164,45.187801361083984
165,41.266807556152344
166,43.56989669799805
167,46.33980941772461
168,48.474239349365234
169,50.74305725097656
170,52.451629638671875
171,45.557518005371094
172,47.87356185913086
173,49.91582107543945
174,44.02687454223633
175,46.206932067871094
176,48.755165100097656
177,50.716373443603516
178,44.48406982421875
179,46.96092224121094
180,49.13890838623047
181,43.517906188964844
182,45.85839080810547
183,48.30106735229492
184,50.34285354614258
185,44.268653869628906
186,46.814701080322266
187,48.9735107421875
188,50.84822082519531
189,44.5713996887207
190,46.96624755859375
191,48.87025833129883
192,51.11383056640625
193,44.715641021728516
194,47.2044677734375
195,42.35325622558594
196,44.53133773803711
197,47.16769790649414
198,49.29052734375
199,43.93191146850586
200,45.8173942565918
201,48.39250564575195
202,50.426536560058594
203,44.517120361328125
204,47.047847747802734
205,49.19482421875
206,43.52016067504883
207,46.053977966308594
208,48.246360778808594
209,50.378604888916016
210,44.280941009521484
211,46.742835998535156
212,48.8841552734375
213,50.87887191772461
214,44.534759521484375
215,46.971885681152344
216,49.17903137207031
217,43.55975341796875
218,39.96886444091797
219,42.60877990722656
220,45.24928283691406
221,47.56074142456055
222,49.650421142578125
223,51.427467346191406
224,52.922115325927734
225,45.581825256347656
226,48.557960510253906
227,43.19009017944336
228,45.76988983154297
229,48.07610321044922
230,49.99020004272461
231,51.820404052734375
232,45.21074676513672
233,47.513431549072266
234,49.57801818847656
235,51.36379623413086
236,44.92601013183594
237,47.060909271240234
238,49.247371673583984
239,43.78992462158203
240,46.082542419433594
241,48.3477668762207
242,50.28942108154297
243,44.46379089355469
244,46.694828033447266
245,48.92029571533203
246,51.017765045166016
247,44.806922912597656
248,47.11640548706055
249,49.330631256103516
250,51.100223541259766
251,44.8080940246582
252,47.12831115722656
253,48.94318771362305
254,43.70623016357422
255,46.25218200683594
256,48.46951675415039
257,43.07773971557617
258,45.7865104675293
259,48.06854248046875
260,50.08429718017578
261,44.12504959106445
262,46.6031379699707
263,48.75336837768555
264,43.29195785522461
265,39.79824447631836
266,42.660213470458984
267,45.31626892089844
268,41.08734893798828
269,43.89569854736328
270,46.30739212036133
271,41.78639221191406
272,44.53547286987305
273,46.915584564208984
274,49.06694412231445
275,43.48470687866211
276,46.06191635131836
277,48.34226608276367
278,50.34906005859375
279,44.25897979736328
280,46.751792907714844
281,48.89079666137695
282,50.69090270996094
283,44.6269645690918
284,47.028770446777344
285,37.03379440307617
286,40.06310272216797
287,42.96290588378906
288,45.52132034301758
289,41.20273208618164
290,43.754573822021484
291,46.3153190612793
292,48.52387619018555
293,50.45732116699219
294,52.0927848815918
295,53.53007125854492
296,54.66223907470703
297,46.752960205078125
298,42.375038146972656
299,44.80830764770508
300,47.24681854248047
301,49.002479553222656
302,43.995819091796875
303,46.4415283203125
304,48.679386138916016
305,50.55894470214844
306,52.151920318603516
307,45.50615310668945
308,47.823272705078125
309,49.69402313232422
310,51.63554382324219
311,45.08918762207031
312,47.179039001464844
313,42.523094177246094
314,44.74528503417969
315,47.13212966918945
316,49.3333625793457
317,51.3140983581543
318,53.22600173950195
319,54.47148895263672
320,55.429718017578125
321,47.42362594604492
322,49.47270202636719
323,51.3068733215332
324,52.81023406982422
325,54.09716796875
326,46.58281326293945
327,48.79080581665039
328,50.64292526245117
329,52.32468795776367
330,39.50829315185547
331,42.17768859863281
332,45.12080001831055
333,47.21610641479492
334,49.272064208984375
335,51.155460357666016
336,53.058841705322266
337,53.77275085449219
338,46.762760162353516
339,48.93286895751953
340,50.84341049194336
341,44.64104461669922
342,47.07966613769531
343,49.091033935546875
344,43.36480712890625
345,46.23951721191406
346,41.6748046875
347,44.17722702026367
348,46.35272979736328
349,48.888916015625
350,50.72718811035156
351,52.378787994384766
352,45.784019470214844
353,47.828216552734375
354,50.1597900390625
355,44.15492248535156
356,46.372989654541016
357,48.59232711791992
358,50.8504638671875
359,44.49520492553711
360,46.834529876708984
361,48.97395324707031
362,43.67506408691406
363,45.7767219543457
364,48.25430679321289
365,50.546783447265625
366,44.2716064453125
367,46.614540100097656
368,48.84611892700195
369,43.5745964050293
370,45.34381866455078
371,48.294456481933594
372,50.22468566894531
373,44.46371841430664
374,46.44256591796875
375,48.88938522338867
376,50.79633331298828
377,44.711944580078125
378,46.72631072998047
379,49.146629333496094
380,50.646934509277344
381,45.020076751708984
382,47.33973693847656
383,49.48704147338867
384,51.35401916503906
385,44.926353454589844
386,47.31265640258789
387,49.377418518066406
388,43.72618103027344
389,46.21189880371094
390,48.42280960083008
391,43.080440521240234
392,39.67431640625
393,42.31284713745117
394,45.2313346862793
395,47.09649658203125
396,49.705101013183594
397,51.192405700683594
398,45.133365631103516
399,46.76860809326172
400,49.40083312988281
401,51.191383361816406
402,45.12311935424805
403,47.150508880615234
404,49.273338317871094
405,43.88496398925781
406,46.132728576660156
407,41.85768508911133
408,44.31736755371094
409,46.200130462646484
410,48.81502151489258
411,50.77446365356445
412,52.96720886230469
413,45.88460922241211
414,47.90581512451172
415,50.172584533691406
416,51.95011901855469
417,45.256160736083984
418,47.59893798828125
419,49.670711517333984
420,51.48673629760742
421,45.004150390625
422,47.415245056152344
423,49.51042938232422
424,43.78792190551758
425,45.978939056396484
426,48.31114959716797
427,43.18577575683594
428,45.48445129394531
429,47.92527770996094
430,49.89992141723633
431,44.277610778808594
432,46.436370849609375
433,48.68464660644531
434,50.59204864501953
435,44.70730209350586
436,46.88868713378906
437,49.3279914855957
438,43.40561294555664
439,45.65248489379883
440,48.316471099853516
441,50.5366096496582
442,44.35918426513672
443,46.661888122558594
444,48.88695526123047
445,43.565269470214844
446,45.70718002319336
447,48.126136779785156
448,50.158878326416016
449,52.28351974487305
450,45.348960876464844
451,47.51567077636719
452,49.60356521606445
453,44.065765380859375
454,45.75799560546875
455,48.65208435058594
456,50.57155990600586
457,44.56443405151367
458,46.864097595214844
459,49.05516815185547
460,43.529964447021484
461,46.036075592041016
462,48.09476852416992
463,50.23820495605469
464,44.45397186279297
465,40.54570007324219
466,43.4211540222168
467,45.94945526123047
468,48.26337814331055
469,50.2440299987793
470,43.980934143066406
471,46.76103591918945
472,48.9217529296875
473,50.81516647338867
474,52.43867492675781
475,45.315250396728516
476,47.57107925415039
477,49.7525749206543
478,51.5162467956543
479,44.839256286621094
480,47.65003967285156
481,49.77249526977539
482,43.974483489990234
483,46.1368408203125
484,48.69721603393555
485,50.60042953491211
486,44.5041389465332
487,40.51861572265625
488,43.1782341003418
489,45.53561019897461
490,47.98622512817383
491,50.06277847290039
492,52.15073776245117
493,45.081398010253906
494,47.72258758544922
495,49.88283157348633
496,51.59326171875
497,44.86422348022461
498,47.26079559326172
499,42.53211975097656
500,44.99662780761719
501,47.346229553222656
