Time, FPS
1,4.554702281951904
2,5.392583847045898
3,6.183706760406494
4,7.350415229797363
5,8.917228698730469
6,10.747880935668945
7,12.329632759094238
8,13.975396156311035
9,16.49029541015625
10,19.310199737548828
11,22.345069885253906
12,25.547853469848633
13,28.87499237060547
14,29.014589309692383
15,32.44690704345703
16,35.71211624145508
17,38.12234878540039
18,41.999263763427734
19,44.168888092041016
20,40.75352478027344
21,43.54637908935547
22,46.05296325683594
23,48.333675384521484
24,43.047542572021484
25,45.35038757324219
26,48.00053024291992
27,42.82952117919922
28,45.43339157104492
29,47.76900100708008
30,42.49574279785156
31,45.40902328491211
32,47.73109817504883
33,49.789390563964844
34,51.517181396484375
35,45.01564407348633
36,47.43363571166992
37,47.8152961730957
38,44.03990936279297
39,46.49530792236328
40,48.71515655517578
41,43.04440689086914
42,45.915802001953125
43,48.175350189208984
44,50.176456451416016
45,44.17177200317383
46,46.65998458862305
47,48.842620849609375
48,43.43191146850586
49,45.9709587097168
50,47.858367919921875
51,50.29921340942383
52,44.26790237426758
53,46.66902542114258
54,48.66069793701172
55,50.846641540527344
56,44.55453872680664
57,47.019718170166016
58,49.20894241333008
59,51.055152893066406
60,44.675392150878906
61,47.10267639160156
62,49.26332473754883
63,43.393096923828125
64,46.18423843383789
65,47.79841613769531
66,50.60944366455078
67,43.81258773803711
68,47.06927490234375
69,49.172760009765625
70,43.43974685668945
71,46.12985610961914
72,48.35334014892578
73,50.32457733154297
74,44.264137268066406
75,40.417884826660156
76,43.027626037597656
77,45.86833190917969
78,48.172080993652344
79,50.11395263671875
80,51.020294189453125
81,45.39244842529297
82,47.680015563964844
83,49.620906829833984
84,51.491477966308594
85,45.05842590332031
86,47.47010803222656
87,49.53599166870117
88,43.8425407409668
89,46.30223846435547
90,48.5425910949707
91,50.49473190307617
92,52.155731201171875
93,45.38875198364258
94,41.20042037963867
95,43.898250579833984
96,46.442237854003906
97,48.60942077636719
98,43.21002197265625
99,45.838199615478516
100,47.64558029174805
101,50.141510009765625
102,51.84059143066406
103,45.26865005493164
104,47.63755416870117
105,49.634944915771484
106,51.4113883972168
107,44.99212646484375
108,47.38966751098633
109,49.441410064697266
110,51.33999252319336
111,44.88111877441406
112,47.227943420410156
113,49.40620803833008
114,43.310821533203125
115,46.289634704589844
116,48.5029182434082
117,50.55501174926758
118,44.30430221557617
119,46.855587005615234
120,49.04819869995117
121,50.84777069091797
122,44.64509963989258
123,47.08393096923828
124,49.18412399291992
125,43.59386444091797
126,46.15317153930664
127,48.400611877441406
128,50.237831115722656
129,44.337135314941406
130,40.28411102294922
131,37.55179214477539
132,40.708290100097656
133,43.338722229003906
134,40.11674880981445
135,42.98017120361328
136,45.56377029418945
137,47.81058883666992
138,42.79696273803711
139,45.44420623779297
140,47.76705551147461
141,49.56782150268555
142,51.592159271240234
143,45.085166931152344
144,47.44873046875
145,49.49066162109375
146,51.35022735595703
147,44.85891342163086
148,47.271217346191406
149,42.316871643066406
150,45.03305435180664
